Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Format,Category,Type
SJ Rixon (AUS),1977-1985,13,24,47,42,5,42,0,4 (4ct 0st),1.958,TEST,Fielding,Fielding
KR Stackpole (AUS),1966-1974,43,83,47,47,0,0,47,3 (3ct 0st),0.5660000000000001,TEST,Fielding,Fielding
KL Rahul (INDIA),2014-2019,36,70,46,46,0,1,45,4 (4ct 0st),0.657,TEST,Fielding,Fielding
AL Wadekar (INDIA),1966-1974,37,69,46,46,0,0,46,4 (4ct 0st),0.6659999999999999,TEST,Fielding,Fielding
GS Blewett (AUS),1995-2000,46,90,45,45,0,0,45,3 (3ct 0st),0.5,TEST,Fielding,Fielding
SD Hope (WI),2015-2019,31,56,45,44,1,9,35,5 (5ct 0st),0.8029999999999999,TEST,Fielding,Fielding
Ijaz Ahmed (PAK),1987-2001,60,110,45,45,0,0,45,3 (3ct 0st),0.409,TEST,Fielding,Fielding
R Illingworth (ENG),1958-1973,61,115,45,45,0,0,45,3 (3ct 0st),0.391,TEST,Fielding,Fielding
Mohammad Hafeez (PAK),2003-2018,55,107,45,45,0,0,45,2 (2ct 0st),0.42,TEST,Fielding,Fielding
TT Samaraweera (SL),2001-2013,81,145,45,45,0,0,45,3 (3ct 0st),0.31,TEST,Fielding,Fielding
H Trumble (AUS),1890-1904,32,61,45,45,0,0,45,3 (3ct 0st),0.737,TEST,Fielding,Fielding
SR Watson (AUS),2005-2015,59,113,45,45,0,0,45,3 (3ct 0st),0.3979999999999999,TEST,Fielding,Fielding
WW Armstrong (AUS),1902-1921,50,96,44,44,0,0,44,2 (2ct 0st),0.4579999999999999,TEST,Fielding,Fielding
BE Congdon (NZ),1965-1978,61,110,44,44,0,1,43,3 (3ct 0st),0.4,TEST,Fielding,Fielding
JR Reid (NZ),1949-1965,58,90,44,43,1,4,39,3 (3ct 0st),0.488,TEST,Fielding,Fielding
DL Underwood (ENG),1966-1982,86,157,44,44,0,0,44,3 (3ct 0st),0.28,TEST,Fielding,Fielding
MP Vaughan (ENG),1999-2008,82,150,44,44,0,0,44,3 (3ct 0st),0.293,TEST,Fielding,Fielding
S Venkataraghavan (INDIA),1965-1983,57,101,44,44,0,0,44,4 (4ct 0st),0.435,TEST,Fielding,Fielding
Wasim Akram (PAK),1985-2002,104,186,44,44,0,0,44,3 (3ct 0st),0.236,TEST,Fielding,Fielding
SCJ Broad (ENG),2007-2019,135,253,43,43,0,0,43,2 (2ct 0st),0.1689999999999999,TEST,Fielding,Fielding
PA de Silva (SL),1984-2002,93,149,43,43,0,0,43,4 (4ct 0st),0.288,TEST,Fielding,Fielding
JH Edrich (ENG),1963-1976,77,145,43,43,0,0,43,2 (2ct 0st),0.296,TEST,Fielding,Fielding
GW Flower (ZIM),1992-2004,67,114,43,43,0,0,43,3 (3ct 0st),0.377,TEST,Fielding,Fielding
AW Nourse (SA),1902-1924,45,78,43,43,0,0,43,4 (4ct 0st),0.551,TEST,Fielding,Fielding
KD Walters (AUS),1965-1981,74,142,43,43,0,0,43,2 (2ct 0st),0.302,TEST,Fielding,Fielding
FMM Worrell (WI),1948-1963,51,98,43,43,0,0,43,3 (3ct 0st),0.4379999999999999,TEST,Fielding,Fielding
AK Davidson (AUS),1953-1963,44,85,42,42,0,0,42,4 (4ct 0st),0.494,TEST,Fielding,Fielding
PH Edmonds (ENG),1975-1987,51,91,42,42,0,0,42,4 (4ct 0st),0.461,TEST,Fielding,Fielding
J Garner (WI),1977-1987,58,111,42,42,0,0,42,3 (3ct 0st),0.3779999999999999,TEST,Fielding,Fielding
Harbhajan Singh (INDIA),1998-2015,103,192,42,42,0,0,42,2 (2ct 0st),0.218,TEST,Fielding,Fielding
Iqbal Qasim (PAK),1976-1988,50,89,42,42,0,0,42,3 (3ct 0st),0.471,TEST,Fielding,Fielding
PBH May (ENG),1951-1961,66,127,42,42,0,0,42,4 (4ct 0st),0.33,TEST,Fielding,Fielding
Mushtaq Mohammad (PAK),1959-1979,57,102,42,42,0,0,42,2 (2ct 0st),0.411,TEST,Fielding,Fielding
PH Parfitt (ENG),1961-1972,37,73,42,42,0,0,42,4 (4ct 0st),0.575,TEST,Fielding,Fielding
GM Turner (NZ),1969-1983,41,75,42,42,0,0,42,2 (2ct 0st),0.56,TEST,Fielding,Fielding
D Williams (WI),1992-1998,11,19,42,40,2,40,0,5 (5ct 0st),2.21,TEST,Fielding,Fielding
DJ Bravo (WI),2004-2010,40,71,41,41,0,0,41,3 (3ct 0st),0.5770000000000001,TEST,Fielding,Fielding
JJ Crowe (NZ),1983-1990,39,69,41,41,0,0,41,4 (4ct 0st),0.594,TEST,Fielding,Fielding
WR Endean (SA),1951-1958,28,52,41,41,0,3,38,3 (3ct 0st),0.7879999999999999,TEST,Fielding,Fielding
SJ McCabe (AUS),1930-1938,39,73,41,41,0,0,41,3 (3ct 0st),0.561,TEST,Fielding,Fielding
GM Wood (AUS),1978-1988,59,108,41,41,0,0,41,2 (2ct 0st),0.379,TEST,Fielding,Fielding
Hanif Mohammad (PAK),1952-1969,55,95,40,40,0,2,38,4 (4ct 0st),0.421,TEST,Fielding,Fielding
Imran Farhat (PAK),2001-2013,40,72,40,40,0,0,40,2 (2ct 0st),0.555,TEST,Fielding,Fielding
K Srikkanth (INDIA),1981-1992,43,78,40,40,0,0,40,5 (5ct 0st),0.512,TEST,Fielding,Fielding
LC Braund (ENG),1901-1908,23,44,39,39,0,0,39,4 (4ct 0st),0.8859999999999999,TEST,Fielding,Fielding
WJ Edrich (ENG),1938-1955,39,70,39,39,0,0,39,3 (3ct 0st),0.557,TEST,Fielding,Fielding
BN French (ENG),1986-1988,16,25,39,38,1,38,0,4 (4ct 0st),1.56,TEST,Fielding,Fielding
WG Grace (ENG),1880-1899,22,42,39,39,0,1,38,3 (3ct 0st),0.928,TEST,Fielding,Fielding
Sir RJ Hadlee (NZ),1973-1990,86,156,39,39,0,0,39,2 (2ct 0st),0.25,TEST,Fielding,Fielding
SM Katich (AUS),2001-2010,56,109,39,39,0,0,39,2 (2ct 0st),0.357,TEST,Fielding,Fielding
MR Ramprakash (ENG),1991-2002,52,93,39,39,0,0,39,3 (3ct 0st),0.419,TEST,Fielding,Fielding
RA Smith (ENG),1988-1996,62,110,39,39,0,0,39,3 (3ct 0st),0.354,TEST,Fielding,Fielding
RGD Willis (ENG),1971-1984,90,165,39,39,0,0,39,2 (2ct 0st),0.236,TEST,Fielding,Fielding
CPS Chauhan (INDIA),1969-1981,40,71,38,38,0,0,38,3 (3ct 0st),0.535,TEST,Fielding,Fielding
JP Duminy (SA),2008-2017,46,83,38,38,0,0,38,3 (3ct 0st),0.457,TEST,Fielding,Fielding
G Gambhir (INDIA),2004-2016,58,104,38,38,0,0,38,2 (2ct 0st),0.365,TEST,Fielding,Fielding
GD McGrath (AUS),1993-2007,124,244,38,38,0,0,38,2 (2ct 0st),0.155,TEST,Fielding,Fielding
Mahmudullah (BDESH),2009-2019,48,84,38,37,1,0,37,3 (3ct 0st),0.452,TEST,Fielding,Fielding
GR Marsh (AUS),1985-1992,50,89,38,38,0,0,38,2 (2ct 0st),0.426,TEST,Fielding,Fielding
KR Miller (AUS),1946-1956,55,105,38,38,0,0,38,2 (2ct 0st),0.361,TEST,Fielding,Fielding
JG Wright (NZ),1978-1993,82,145,38,38,0,0,38,3 (3ct 0st),0.262,TEST,Fielding,Fielding
CG Borde (INDIA),1958-1969,55,96,37,37,0,0,37,3 (3ct 0st),0.385,TEST,Fielding,Fielding
JM Gregory (AUS),1920-1928,24,44,37,37,0,0,37,3 (3ct 0st),0.84,TEST,Fielding,Fielding
Aamer Sohail (PAK),1992-2000,47,87,36,36,0,0,36,3 (3ct 0st),0.413,TEST,Fielding,Fielding
Asif Iqbal (PAK),1964-1980,58,110,36,36,0,0,36,2 (2ct 0st),0.327,TEST,Fielding,Fielding
TA Boult (NZ),2011-2019,65,123,36,36,0,0,36,2 (2ct 0st),0.292,TEST,Fielding,Fielding
RA Harper (WI),1983-1993,25,49,36,36,0,0,36,3 (3ct 0st),0.7340000000000001,TEST,Fielding,Fielding
AC Hudson (SA),1992-1998,35,63,36,36,0,0,36,4 (4ct 0st),0.5710000000000001,TEST,Fielding,Fielding
DR Martyn (AUS),1992-2006,67,130,36,36,0,0,36,2 (2ct 0st),0.276,TEST,Fielding,Fielding
RJ Shastri (INDIA),1981-1992,80,140,36,36,0,0,36,2 (2ct 0st),0.257,TEST,Fielding,Fielding
PW Sherwell (SA),1906-1911,13,24,36,20,16,20,0,3 (3ct 0st),1.5,TEST,Fielding,Fielding
DS Smith (WI),2003-2018,43,79,36,36,0,0,36,3 (3ct 0st),0.455,TEST,Fielding,Fielding
EJ Barlow (SA),1961-1970,30,58,35,35,0,0,35,3 (3ct 0st),0.603,TEST,Fielding,Fielding
Imrul Kayes (BDESH),2008-2019,39,67,35,35,0,5,30,5 (5ct 0st),0.522,TEST,Fielding,Fielding
UT Khawaja (AUS),2011-2019,44,83,35,35,0,0,35,3 (3ct 0st),0.421,TEST,Fielding,Fielding
GRJ Roope (ENG),1973-1978,21,37,35,35,0,0,35,3 (3ct 0st),0.945,TEST,Fielding,Fielding
JK Silva (SL),2011-2018,39,75,35,34,1,6,28,2 (2ct 0st),0.466,TEST,Fielding,Fielding
FJ Titmus (ENG),1955-1975,53,100,35,35,0,0,35,2 (2ct 0st),0.35,TEST,Fielding,Fielding
KJ Wright (AUS),1979-1979,10,16,35,31,4,31,0,5 (5ct 0st),2.187,TEST,Fielding,Fielding
MG Burgess (NZ),1968-1980,50,94,34,34,0,0,34,2 (2ct 0st),0.361,TEST,Fielding,Fielding
SV Carlisle (ZIM),1995-2005,37,62,34,34,0,0,34,3 (3ct 0st),0.5479999999999999,TEST,Fielding,Fielding
SS Das (INDIA),2000-2002,23,43,34,34,0,0,34,3 (3ct 0st),0.79,TEST,Fielding,Fielding
JE Emburey (ENG),1978-1995,64,109,34,34,0,0,34,2 (2ct 0st),0.311,TEST,Fielding,Fielding
RA Jadeja (INDIA),2012-2019,48,93,34,34,0,0,34,3 (3ct 0st),0.365,TEST,Fielding,Fielding
DM Jones (AUS),1984-1992,52,91,34,34,0,0,34,2 (2ct 0st),0.373,TEST,Fielding,Fielding
L Klusener (SA),1996-2004,49,92,34,34,0,0,34,2 (2ct 0st),0.369,TEST,Fielding,Fielding
GD McKenzie (AUS),1961-1971,60,113,34,34,0,0,34,2 (2ct 0st),0.3,TEST,Fielding,Fielding
Mohsin Khan (PAK),1978-1986,48,83,34,34,0,0,34,3 (3ct 0st),0.409,TEST,Fielding,Fielding
Rameez Raja (PAK),1984-1997,57,103,34,34,0,0,34,3 (3ct 0st),0.33,TEST,Fielding,Fielding
JN Rhodes (SA),1992-2000,52,96,34,34,0,0,34,2 (2ct 0st),0.354,TEST,Fielding,Fielding
SAR Silva (SL),1983-1988,9,15,34,33,1,33,0,6 (6ct 0st),2.266,TEST,Fielding,Fielding
Zaheer Abbas (PAK),1969-1985,78,139,34,34,0,0,34,3 (3ct 0st),0.244,TEST,Fielding,Fielding
G Boycott (ENG),1964-1982,108,193,33,33,0,0,33,2 (2ct 0st),0.17,TEST,Fielding,Fielding
WJ Cronje (SA),1992-2000,68,128,33,33,0,0,33,2 (2ct 0st),0.257,TEST,Fielding,Fielding
AF Giles (ENG),1998-2006,54,99,33,33,0,0,33,2 (2ct 0st),0.3329999999999999,TEST,Fielding,Fielding
AP Gurusinha (SL),1985-1996,41,66,33,33,0,2,31,2 (2ct 0st),0.5,TEST,Fielding,Fielding
EH Hendren (ENG),1920-1935,51,92,33,33,0,0,33,2 (2ct 0st),0.358,TEST,Fielding,Fielding
C Hill (AUS),1896-1912,49,93,33,33,0,0,33,3 (3ct 0st),0.354,TEST,Fielding,Fielding
JO Holder (WI),2014-2019,40,70,33,33,0,0,33,3 (3ct 0st),0.471,TEST,Fielding,Fielding
HJ Howarth (NZ),1969-1977,30,55,33,33,0,0,33,3 (3ct 0st),0.6,TEST,Fielding,Fielding
MH Mankad (INDIA),1946-1959,44,72,33,33,0,0,33,3 (3ct 0st),0.4579999999999999,TEST,Fielding,Fielding
MJ Slater (AUS),1993-2001,74,143,33,33,0,0,33,4 (4ct 0st),0.23,TEST,Fielding,Fielding
PR Umrigar (INDIA),1948-1962,59,101,33,33,0,0,33,3 (3ct 0st),0.326,TEST,Fielding,Fielding
S Abid Ali (INDIA),1967-1974,29,53,32,32,0,0,32,3 (3ct 0st),0.603,TEST,Fielding,Fielding
MM Ali (ENG),2014-2019,60,113,32,32,0,0,32,2 (2ct 0st),0.283,TEST,Fielding,Fielding
TE Bailey (ENG),1949-1959,61,118,32,32,0,0,32,2 (2ct 0st),0.271,TEST,Fielding,Fielding
DG Bradman (AUS),1928-1948,52,99,32,32,0,0,32,2 (2ct 0st),0.3229999999999999,TEST,Fielding,Fielding
APF Chapman (ENG),1924-1931,26,46,32,32,0,0,32,4 (4ct 0st),0.695,TEST,Fielding,Fielding
DM de Silva (SL),2016-2019,29,52,32,32,0,0,32,3 (3ct 0st),0.615,TEST,Fielding,Fielding
WW Hinds (WI),2000-2005,45,83,32,32,0,0,32,3 (3ct 0st),0.385,TEST,Fielding,Fielding
KR Rutherford (NZ),1985-1995,56,95,32,32,0,0,32,2 (2ct 0st),0.336,TEST,Fielding,Fielding
TA Ward (SA),1912-1924,23,37,32,19,13,19,0,3 (3ct 0st),0.8640000000000001,TEST,Fielding,Fielding
TR Ambrose (ENG),2008-2009,11,21,31,31,0,31,0,3 (3ct 0st),1.476,TEST,Fielding,Fielding
JG Bracewell (NZ),1980-1990,41,73,31,31,0,0,31,3 (3ct 0st),0.424,TEST,Fielding,Fielding
JT Ikin (ENG),1946-1955,18,32,31,31,0,0,31,3 (3ct 0st),0.968,TEST,Fielding,Fielding
AN Petersen (SA),2010-2015,36,68,31,31,0,0,31,2 (2ct 0st),0.455,TEST,Fielding,Fielding
DW Randall (ENG),1977-1984,47,88,31,31,0,0,31,2 (2ct 0st),0.352,TEST,Fielding,Fielding
PK Sen (INDIA),1948-1952,14,21,31,20,11,20,0,4 (4ct 0st),1.476,TEST,Fielding,Fielding
RG Sharma (INDIA),2013-2019,32,63,31,31,0,0,31,3 (3ct 0st),0.492,TEST,Fielding,Fielding
MS Sinclair (NZ),1999-2010,33,61,31,31,0,1,30,3 (3ct 0st),0.508,TEST,Fielding,Fielding
VT Trumper (AUS),1899-1912,48,90,31,31,0,0,31,2 (2ct 0st),0.344,TEST,Fielding,Fielding
WPUJC Vaas (SL),1994-2009,111,196,31,31,0,0,31,2 (2ct 0st),0.158,TEST,Fielding,Fielding
B Yardley (AUS),1978-1983,33,62,31,31,0,0,31,2 (2ct 0st),0.5,TEST,Fielding,Fielding
Yuvraj Singh (INDIA),2003-2012,40,76,31,31,0,0,31,2 (2ct 0st),0.407,TEST,Fielding,Fielding
BL Cairns (NZ),1974-1985,43,78,30,30,0,0,30,2 (2ct 0st),0.384,TEST,Fielding,Fielding
D Ganga (WI),1998-2008,48,87,30,30,0,0,30,3 (3ct 0st),0.344,TEST,Fielding,Fielding
RG Hart (NZ),2002-2003,11,18,30,29,1,29,0,4 (4ct 0st),1.666,TEST,Fielding,Fielding
AL Hassett (AUS),1938-1953,43,82,30,30,0,0,30,2 (2ct 0st),0.365,TEST,Fielding,Fielding
IWG Johnson (AUS),1946-1956,45,86,30,30,0,0,30,3 (3ct 0st),0.348,TEST,Fielding,Fielding
BK Kunderan (INDIA),1960-1967,18,31,30,23,7,21,2,5 (3ct 2st),0.967,TEST,Fielding,Fielding
WM Lawry (AUS),1961-1971,67,127,30,30,0,0,30,2 (2ct 0st),0.236,TEST,Fielding,Fielding
AA Mallett (AUS),1968-1980,38,73,30,30,0,0,30,2 (2ct 0st),0.41,TEST,Fielding,Fielding
FLH Mooney (NZ),1949-1954,14,23,30,22,8,22,0,4 (3ct 1st),1.304,TEST,Fielding,Fielding
JM Parker (NZ),1973-1980,36,65,30,30,0,0,30,3 (3ct 0st),0.461,TEST,Fielding,Fielding
H Verity (ENG),1931-1939,40,75,30,30,0,0,30,2 (2ct 0st),0.4,TEST,Fielding,Fielding
KC Wessels (AUS/SA),1982-1994,40,70,30,30,0,0,30,2 (2ct 0st),0.428,TEST,Fielding,Fielding
PR Adams (SA),1995-2004,45,85,29,29,0,0,29,3 (3ct 0st),0.341,TEST,Fielding,Fielding
JP Crawley (ENG),1994-2003,37,65,29,29,0,0,29,2 (2ct 0st),0.446,TEST,Fielding,Fielding
ER Dexter (ENG),1958-1968,62,116,29,29,0,0,29,2 (2ct 0st),0.25,TEST,Fielding,Fielding
BL D'Oliveira (ENG),1966-1972,44,83,29,29,0,0,29,3 (3ct 0st),0.349,TEST,Fielding,Fielding
LK Germon (NZ),1995-1997,12,19,29,27,2,27,0,4 (4ct 0st),1.526,TEST,Fielding,Fielding
GP Howarth (NZ),1975-1985,47,86,29,29,0,0,29,2 (2ct 0st),0.337,TEST,Fielding,Fielding
Liton Das (BDESH),2015-2019,18,26,29,27,2,20,7,4 (3ct 1st),1.115,TEST,Fielding,Fielding
AC MacLaren (ENG),1894-1909,35,64,29,29,0,0,29,2 (2ct 0st),0.4529999999999999,TEST,Fielding,Fielding
H Masakadza (ZIM),2001-2018,38,63,29,29,0,0,29,3 (3ct 0st),0.46,TEST,Fielding,Fielding
Mominul Haque (BDESH),2013-2019,38,63,29,29,0,0,29,3 (3ct 0st),0.46,TEST,Fielding,Fielding
KOA Powell (WI),2011-2018,40,72,29,29,0,0,29,3 (3ct 0st),0.402,TEST,Fielding,Fielding
JA Rudolph (SA),2003-2012,48,92,29,29,0,0,29,2 (2ct 0st),0.315,TEST,Fielding,Fielding
A Shrewsbury snr (ENG),1881-1893,23,42,29,29,0,0,29,3 (3ct 0st),0.69,TEST,Fielding,Fielding
IJL Trott (ENG),2009-2015,52,99,29,29,0,0,29,2 (2ct 0st),0.292,TEST,Fielding,Fielding
CA Walsh (WI),1984-2001,132,244,29,29,0,0,29,2 (2ct 0st),0.118,TEST,Fielding,Fielding
RW Chakabva (ZIM),2011-2018,14,25,28,25,3,24,1,4 (4ct 0st),1.12,TEST,Fielding,Fielding
LN Constantine (WI),1928-1939,18,29,28,28,0,0,28,3 (3ct 0st),0.965,TEST,Fielding,Fielding
MH Denness (ENG),1969-1975,28,50,28,28,0,0,28,2 (2ct 0st),0.56,TEST,Fielding,Fielding
S Dhawan (INDIA),2013-2018,34,66,28,28,0,0,28,2 (2ct 0st),0.424,TEST,Fielding,Fielding
PSP Handscomb (AUS),2016-2019,16,30,28,28,0,0,28,3 (3ct 0st),0.933,TEST,Fielding,Fielding
Imran Khan (PAK),1971-1992,88,158,28,28,0,0,28,3 (3ct 0st),0.177,TEST,Fielding,Fielding
GA Lohmann (ENG),1886-1896,18,36,28,28,0,0,28,3 (3ct 0st),0.777,TEST,Fielding,Fielding
Sadiq Mohammad (PAK),1969-1981,41,74,28,28,0,0,28,2 (2ct 0st),0.3779999999999999,TEST,Fielding,Fielding
MN Samuels (WI),2000-2016,71,127,28,28,0,0,28,2 (2ct 0st),0.22,TEST,Fielding,Fielding
MA Starc (AUS),2011-2019,56,109,28,28,0,0,28,2 (2ct 0st),0.256,TEST,Fielding,Fielding
JB Statham (ENG),1951-1965,70,134,28,28,0,0,28,2 (2ct 0st),0.208,TEST,Fielding,Fielding
TM Alderman (AUS),1981-1991,41,75,27,27,0,0,27,2 (2ct 0st),0.36,TEST,Fielding,Fielding
J Darling (AUS),1894-1905,34,63,27,27,0,0,27,3 (3ct 0st),0.428,TEST,Fielding,Fielding
HH Dippenaar (SA),1999-2007,38,72,27,27,0,0,27,2 (2ct 0st),0.375,TEST,Fielding,Fielding
JN Gillespie (AUS),1996-2006,71,141,27,27,0,0,27,1 (1ct 0st),0.191,TEST,Fielding,Fielding
MJ Greatbatch (NZ),1988-1996,41,64,27,27,0,0,27,3 (3ct 0st),0.421,TEST,Fielding,Fielding
W Jaffer (INDIA),2000-2008,31,58,27,27,0,0,27,3 (3ct 0st),0.465,TEST,Fielding,Fielding
MG Johnson (AUS),2007-2015,73,141,27,27,0,0,27,4 (4ct 0st),0.191,TEST,Fielding,Fielding
PG Joshi (INDIA),1951-1960,12,20,27,18,9,18,0,4 (2ct 2st),1.35,TEST,Fielding,Fielding
NT Paranavitana (SL),2009-2012,32,53,27,27,0,0,27,2 (2ct 0st),0.509,TEST,Fielding,Fielding
MAK Pataudi (INDIA),1961-1975,46,84,27,27,0,0,27,2 (2ct 0st),0.321,TEST,Fielding,Fielding
MDKJ Perera (SL),2015-2019,18,35,27,19,8,14,5,3 (3ct 0st),0.7709999999999999,TEST,Fielding,Fielding
BRM Taylor (ZIM),2004-2018,28,45,27,27,0,3,24,2 (2ct 0st),0.6,TEST,Fielding,Fielding
CL Vincent (SA),1927-1935,25,43,27,27,0,0,27,2 (2ct 0st),0.627,TEST,Fielding,Fielding
SC Williams (WI),1994-2002,31,53,27,27,0,0,27,2 (2ct 0st),0.509,TEST,Fielding,Fielding
BS Bedi (INDIA),1966-1979,67,121,26,26,0,0,26,1 (1ct 0st),0.214,TEST,Fielding,Fielding
AV Bedser (ENG),1946-1955,51,93,26,26,0,0,26,2 (2ct 0st),0.2789999999999999,TEST,Fielding,Fielding
KC Brathwaite (WI),2011-2019,59,104,26,26,0,0,26,2 (2ct 0st),0.25,TEST,Fielding,Fielding
DR Jardine (ENG),1928-1934,22,42,26,26,0,0,26,3 (3ct 0st),0.619,TEST,Fielding,Fielding
NV Knight (ENG),1995-2001,17,31,26,26,0,0,26,4 (4ct 0st),0.838,TEST,Fielding,Fielding
RR Lindwall (AUS),1946-1960,61,117,26,26,0,0,26,2 (2ct 0st),0.222,TEST,Fielding,Fielding
SV Manjrekar (INDIA),1987-1996,37,68,26,25,1,0,25,3 (3ct 0st),0.382,TEST,Fielding,Fielding
MA Noble (AUS),1898-1909,42,79,26,26,0,0,26,3 (3ct 0st),0.3289999999999999,TEST,Fielding,Fielding
MH Richardson (NZ),2000-2004,38,68,26,26,0,0,26,2 (2ct 0st),0.382,TEST,Fielding,Fielding
Sarfraz Nawaz (PAK),1969-1984,55,98,26,26,0,0,26,3 (3ct 0st),0.265,TEST,Fielding,Fielding
PV Simmons (WI),1988-1997,26,48,26,26,0,0,26,2 (2ct 0st),0.541,TEST,Fielding,Fielding
DW Steyn (SA),2004-2019,93,175,26,26,0,0,26,2 (2ct 0st),0.148,TEST,Fielding,Fielding
RF Surti (INDIA),1960-1969,26,47,26,26,0,0,26,3 (3ct 0st),0.5529999999999999,TEST,Fielding,Fielding
R Swetman (ENG),1959-1960,11,19,26,24,2,24,0,4 (4ct 0st),1.368,TEST,Fielding,Fielding
HJ Tayfield (SA),1949-1960,37,67,26,26,0,0,26,2 (2ct 0st),0.3879999999999999,TEST,Fielding,Fielding
Anil Dalpat (PAK),1984-1985,9,15,25,22,3,22,0,3 (3ct 0st),1.666,TEST,Fielding,Fielding
BS Chandrasekhar (INDIA),1964-1979,58,102,25,25,0,0,25,2 (2ct 0st),0.245,TEST,Fielding,Fielding
PG Fulton (NZ),2006-2014,23,42,25,25,0,0,25,3 (3ct 0st),0.595,TEST,Fielding,Fielding
SE Gregory (AUS),1890-1912,58,107,25,25,0,0,25,2 (2ct 0st),0.233,TEST,Fielding,Fielding
M Hendrick (ENG),1974-1981,30,56,25,25,0,0,25,3 (3ct 0st),0.446,TEST,Fielding,Fielding
AH Jones (NZ),1987-1995,39,62,25,25,0,0,25,2 (2ct 0st),0.4029999999999999,TEST,Fielding,Fielding
CC Lewis (ENG),1990-1996,32,58,25,25,0,0,25,2 (2ct 0st),0.431,TEST,Fielding,Fielding
MD Marshall (WI),1978-1991,81,153,25,25,0,0,25,2 (2ct 0st),0.163,TEST,Fielding,Fielding
Mohammad Ashraful (BDESH),2001-2013,61,91,25,25,0,0,25,2 (2ct 0st),0.2739999999999999,TEST,Fielding,Fielding
M Morkel (SA),2006-2018,86,160,25,25,0,0,25,2 (2ct 0st),0.156,TEST,Fielding,Fielding
M Ntini (SA),1998-2009,101,192,25,25,0,0,25,1 (1ct 0st),0.13,TEST,Fielding,Fielding
EC Petrie (NZ),1955-1966,14,18,25,25,0,25,0,4 (4ct 0st),1.388,TEST,Fielding,Fielding
DL Amiss (ENG),1966-1977,50,90,24,24,0,0,24,2 (2ct 0st),0.266,TEST,Fielding,Fielding
R Ashwin (INDIA),2011-2019,70,134,24,24,0,0,24,2 (2ct 0st),0.179,TEST,Fielding,Fielding
J Blackwood (WI),2014-2019,28,47,24,24,0,0,24,5 (5ct 0st),0.51,TEST,Fielding,Fielding
DB Close (ENG),1949-1976,22,44,24,24,0,0,24,3 (3ct 0st),0.545,TEST,Fielding,Fielding
EJM Cowan (AUS),2011-2013,18,35,24,24,0,0,24,3 (3ct 0st),0.685,TEST,Fielding,Fielding
PB Dassanayake (SL),1993-1994,11,14,24,19,5,19,0,5 (5ct 0st),1.714,TEST,Fielding,Fielding
GC Dyer (AUS),1986-1988,6,11,24,22,2,22,0,4 (4ct 0st),2.181,TEST,Fielding,Fielding
G Giffen (AUS),1881-1896,31,55,24,24,0,0,24,3 (3ct 0st),0.436,TEST,Fielding,Fielding
HMRKB Herath (SL),1999-2018,93,172,24,24,0,0,24,2 (2ct 0st),0.139,TEST,Fielding,Fielding
MJ Hoggard (ENG),2000-2008,67,125,24,24,0,0,24,2 (2ct 0st),0.192,TEST,Fielding,Fielding
C Kelleway (AUS),1910-1928,26,47,24,24,0,0,24,3 (3ct 0st),0.51,TEST,Fielding,Fielding
Mohammad Wasim (PAK),1996-2000,18,32,24,22,2,1,21,2 (2ct 0st),0.75,TEST,Fielding,Fielding
VY Richardson (AUS),1924-1936,19,37,24,24,0,0,24,5 (5ct 0st),0.648,TEST,Fielding,Fielding
RA Saggers (AUS),1948-1950,6,11,24,16,8,16,0,4 (1ct 3st),2.181,TEST,Fielding,Fielding
Shakib Al Hasan (BDESH),2007-2019,56,97,24,24,0,0,24,2 (2ct 0st),0.247,TEST,Fielding,Fielding
SJ Snooke (SA),1906-1923,26,47,24,24,0,0,24,2 (2ct 0st),0.51,TEST,Fielding,Fielding
WU Tharanga (SL),2005-2017,31,58,24,24,0,0,24,3 (3ct 0st),0.413,TEST,Fielding,Fielding
CFK van Wyk (NZ),2012-2012,9,17,24,23,1,23,0,4 (4ct 0st),1.411,TEST,Fielding,Fielding
PJP Burge (AUS),1955-1966,42,78,23,23,0,0,23,2 (2ct 0st),0.294,TEST,Fielding,Fielding
RG de Alwis (SL),1983-1988,11,14,23,21,2,21,0,4 (4ct 0st),1.642,TEST,Fielding,Fielding
GT Dowling (NZ),1961-1972,39,71,23,23,0,0,23,3 (3ct 0st),0.3229999999999999,TEST,Fielding,Fielding
BF Hastings (NZ),1969-1976,31,54,23,23,0,0,23,3 (3ct 0st),0.425,TEST,Fielding,Fielding
MG Hughes (AUS),1985-1994,53,97,23,23,0,0,23,2 (2ct 0st),0.237,TEST,Fielding,Fielding
B Lee (AUS),1999-2008,76,151,23,23,0,0,23,2 (2ct 0st),0.152,TEST,Fielding,Fielding
DK Lillee (AUS),1971-1984,70,133,23,23,0,0,23,2 (2ct 0st),0.172,TEST,Fielding,Fielding
RA McLean (SA),1951-1964,40,72,23,23,0,0,23,2 (2ct 0st),0.319,TEST,Fielding,Fielding
SE Marsh (AUS),2011-2019,38,72,23,23,0,0,23,2 (2ct 0st),0.319,TEST,Fielding,Fielding
Mushtaq Ahmed (PAK),1990-2003,52,94,23,23,0,0,23,2 (2ct 0st),0.244,TEST,Fielding,Fielding
SK Raina (INDIA),2010-2015,18,33,23,23,0,0,23,2 (2ct 0st),0.696,TEST,Fielding,Fielding
